seed,decisions,mean_decision_interval_h,episode_reward,captured_t,stored_t,vented_t,storage_rate,episode_operating_cost_eur,terminal_cleanup_operating_cost_eur,operating_cost_eur,episode_total_cost_eur,total_cost_eur,unit_total_cost_eur_per_t,hard_violations,wall_clock_seconds
9000043,148,4.864864864864865,-2.3117079343901086,122999.51700733569,95106.59314025177,6060.268834641471,0.7732273707593471,1569958.2391690358,256928.188449756,1826886.4276187918,2054779.7459403537,2311707.93439011,24.306495039529814,0,0.8291286267340183
9000044,194,3.711340206185567,-2.2581420318524756,129859.10158151455,112511.12497392141,5083.213456921216,0.8664092358847597,1685186.845497685,166298.10980109285,1851484.955298778,2091843.9220513823,2258142.031852475,20.07038888266278,0,0.647453426849097
9000045,173,4.161849710982659,-2.201495423819272,125440.6630420947,112416.20454941283,4145.5965748723465,0.8961703631276948,1672338.6074358425,197509.09039364196,1869847.6978294845,2003986.3334256303,2201495.4238192723,19.583434902853348,0,1.286279654596001
9000046,193,3.7305699481865284,-2.691280232845009,132406.07380064274,102819.78428385982,10810.064809192048,0.7765488495540656,1595033.5190563889,231441.52905325594,1826475.0481096448,2459838.7037917525,2691280.2328450084,26.174731367020318,0,0.9464415451511741
9000047,171,4.2105263157894735,-2.1931868874341935,128277.74695956499,111762.61434231022,2968.1988707388205,0.8712548901996183,1680452.134380355,275278.8433947327,1955730.9777750876,1917908.0440394608,2193186.8874341934,19.623618330158493,0,1.6397116133011878
9000048,191,3.769633507853403,-1.985516046863597,131010.22127700872,115548.67001501992,0.0,0.8819820994783544,1725201.574446193,260314.47241740444,1985516.0468635974,1725201.574446193,1985516.0468635974,17.183374301110558,0,1.4329115319997072
9000049,230,3.130434782608696,-1.8508945292869203,124881.76991963951,109286.39507358239,0.0,0.8751188835961196,1658171.4894801753,192723.03980674417,1850894.5292869194,1658171.4894801753,1850894.5292869194,16.936184307668988,0,1.4282112149521708
9000050,193,3.7305699481865284,-1.9689054907119758,132171.66508378548,121675.80980074077,0.0,0.920589217996223,1735588.915723483,233316.57498849268,1968905.4907119758,1735588.915723483,1968905.4907119758,16.181568825687727,0,1.759828131645918
9000051,160,4.5,-2.6832789288764194,128981.17360926494,101278.0480320445,10695.767301604994,0.7852157427164977,1608027.767193146,219589.777554873,1827617.544748019,2463689.1513215457,2683278.9288764186,26.494180930772142,0,1.5975366500206292
9000052,173,4.161849710982659,-1.9094904261577719,130292.35070980627,119060.85829950406,0.0,0.9137977605813747,1707265.3894028047,202225.0367549675,1909490.426157772,1707265.3894028047,1909490.426157772,16.037936005419557,0,1.2352836858481169
9000053,234,3.076923076923077,-1.8151756898821687,119353.23535741051,103321.52927151477,0.0,0.8656784959545686,1563239.011097595,251936.67878457397,1815175.689882169,1563239.011097595,1815175.689882169,17.56822322201733,0,1.7674002829007804
9000054,193,3.7305699481865284,-2.505691600007363,132093.2010707144,104461.32423052668,7024.000944897458,0.7908152984694848,1670803.7773546025,272967.7470609643,1943771.5244155668,2232723.8529463992,2505691.6000073636,23.98678763135119,0,1.828162285964936
9000055,205,3.5121951219512195,-2.4895245062128875,124998.78160566899,92842.27413434723,7683.941716154738,0.7427454327293748,1589041.0481604065,285768.1207601019,1874809.1689205084,2203756.3854527855,2489524.5062128874,26.814557586239495,0,1.432881903834641
9000056,221,3.257918552036199,-2.521664115224125,126854.31280836993,100265.38290205115,7526.76323885606,0.7903979035660786,1613519.3493920073,306003.70672363346,1919523.0561156408,2215660.4085004926,2521664.115224126,25.149897624063627,0,1.547881931066513
9000057,207,3.4782608695652173,-2.1548138550767733,122972.65226763315,108462.56306719047,3509.8364850422586,0.8820055603187003,1627710.332917188,246316.60335620464,1874026.9362733928,1908497.2517205686,2154813.855076773,19.866890419525745,0,0.9235922018997371
9000058,175,4.114285714285714,-1.9374653720618695,126103.88537882672,113601.81371666842,705.2935816027692,0.9008589495509911,1704283.793792318,176758.0917413297,1881041.8855336478,1760707.2803205396,1937465.3720618694,17.05488062799821,0,1.27227903297171
9000059,185,3.891891891891892,-1.9085214929442484,125978.9416694392,110463.78122217879,0.0,0.8768432228302789,1655841.4928011005,252680.00014314728,1908521.4929442478,1655841.4928011005,1908521.4929442478,17.277350746355378,0,1.3772255326621234
9000060,168,4.285714285714286,-1.9025913625424178,126857.6135473692,109577.90194977127,0.0,0.8637865626319259,1701403.1447994143,201188.21774300304,1902591.3625424174,1701403.1447994143,1902591.3625424174,17.36291103122721,0,1.2060394710861146
