controller,model_seed,test_seed,horizon_hours,scenario_hours,event_count,override_events,episode_wall_time_s,episode_total_cost_eur,terminal_cleanup_operating_cost_eur,total_cost_eur,normalized_cost_eur_per_720h,captured_t,stored_t,vented_t,normalized_vented_t_per_720h,storage_rate,unit_cost_eur_per_captured_t
fixed_assignment,,9000055,2160,8928,,,11.962767951656133,9242541.12655592,229819.8928868139,9472361.019442733,3157453.673147578,388204.6136448108,310308.20728284057,64689.21678301214,21563.072261004047,0.7993418840888845,24.40043391166264
fixed_assignment,,9000056,2160,8928,,,11.85601500608027,8722934.781225989,249369.37151877693,8972304.152744766,2990768.050914922,380720.2034525248,306184.3962058943,58751.86756537816,19583.955855126056,0.8042241872884348,23.566661478377778
fixed_assignment,,9000057,2160,8928,,,7.10555564193055,8977330.960295541,271854.81392269133,9249185.774218233,3083061.924739411,395531.9613194659,318662.82327409333,59657.52069772553,19885.840232575178,0.8056563171559065,23.38416785172966
fixed_assignment,,9000058,2160,8928,,,11.06414214707911,8099881.914787496,252756.33582808415,8352638.250615581,2784212.7502051936,388711.882821524,319259.88804703375,49539.27624842878,16513.092082809595,0.8213278321455921,21.487993086258882
fixed_assignment,,9000059,2160,8928,,,11.262813699897379,9152850.188746806,265903.5851576984,9418753.773904504,3139584.5913015013,402637.8378960648,318090.16669006424,60841.94092100139,20280.64697366713,0.7900155841095458,23.39261958866325
fixed_assignment,,9000060,2160,8928,,,8.747771335300058,8875258.138896506,298413.6181972621,9173671.757093769,3057890.585697923,391470.3359329281,305693.48838052567,60161.74776812672,20053.915922708908,0.7808854473021964,23.433887360153705
fixed_assignment,,9000031,720,8928,,,1.2834306587465107,2244860.3029510765,277352.4100825526,2522212.713033629,2522212.713033629,121839.28080369442,94727.56347758774,11629.695090224137,11629.695090224137,0.7774796670887392,20.701145774960537
fixed_assignment,,9000032,720,8928,,,0.5011123246513307,2845402.100074677,255008.77386890247,3100410.8739435794,3100410.8739435794,133447.3440508756,94422.85107029286,19031.116050207973,19031.116050207973,0.7075663569167401,23.233215287983366
fixed_assignment,,9000033,720,8928,,,0.936166275292635,2316938.60230848,250905.97441185237,2567844.5767203323,2567844.5767203323,128937.75836996875,100682.71686943746,11820.472728080418,11820.472728080418,0.7808629383841355,19.915380949560667
fixed_assignment,,9000034,720,8928,,,0.7718511372804642,1867267.4627530281,301252.4662752851,2168519.929028313,2168519.929028313,119085.63231910756,87754.13000175654,7639.099381508771,7639.099381508771,0.7368993915790476,18.20975282070505
fixed_assignment,,9000035,720,8928,,,1.0156399770639837,1378556.3773939952,258769.27754577005,1637325.654939765,1637325.654939765,112151.45201469958,98905.09842885596,502.26647172058915,502.26647172058915,0.8818887018590946,14.599237241486295
fixed_assignment,,9000036,720,8928,,,1.0728050908073783,2445809.686544864,283539.8540384648,2729349.540583329,2729349.540583329,122364.081108585,82499.97977929686,14700.44939795857,14700.44939795857,0.674217295074418,22.305152916249366
fixed_assignment,,9000037,720,8928,,,0.4521922720596194,1857321.6203844545,246220.86544619728,2103542.4858306516,2103542.4858306516,120299.47887454001,107045.79692283814,5806.4833716036355,5806.4833716036355,0.889827602948105,17.485881946541348
fixed_assignment,,9000038,720,8928,,,1.0325065609067678,2842263.3700847765,247913.19106551298,3090176.5611502896,3090176.56115029,133790.67117978266,100247.44666172995,18409.042652411794,18409.042652411794,0.7492857743946987,23.097100372550127
fixed_assignment,,9000039,720,8928,,,1.1385093708522618,2781100.858227534,281773.9070895926,3062874.7653171266,3062874.7653171266,127801.99857145117,95719.45977221234,18434.13141629258,18434.13141629258,0.7489668459190627,23.965781439675556
fixed_assignment,,9000040,720,8928,,,0.9994978392496705,1924938.082819479,276718.32061889296,2201656.403438372,2201656.403438372,124349.39446956229,97366.78038646506,7437.507426622654,7437.507426622654,0.7830096865513735,17.70540510333795
fixed_assignment,,9000041,720,8928,,,1.172936880029738,2422805.2886901544,258491.52615551915,2681296.8148456737,2681296.8148456737,122563.14833151178,90026.84709802357,12943.358049732666,12943.358049732666,0.7345343875674339,21.876859817546762
fixed_assignment,,9000042,720,8928,,,0.926510710734874,3242100.2860825546,272810.40936485847,3514910.6954474133,3514910.6954474133,138847.32357664805,93303.81729283334,24064.060084395813,24064.060084395813,0.6719885907006823,25.314933013505822
fixed_assignment,,9000043,720,8928,,,0.6670553870499134,2703287.7149485475,259537.99407883876,2962825.7090273863,2962825.7090273863,132215.3273900092,93187.95463331627,16766.730579972278,16766.730579972278,0.7048196035428642,22.409094070369267
fixed_assignment,,9000044,720,8928,,,0.4528374308720231,2631400.3771475013,265172.29467277887,2896572.67182028,2896572.67182028,133798.29071006746,101574.36785548531,15823.38000440925,15823.380004409251,0.7591604296021286,21.648801763073134
