Running 1 fixed-horizon episode rollouts: scenario=northern_lights_phase1, cap=720 h, seeds=[1], controllers=['rolling_milp']
[1/1] seed=1 controller=rolling_milp ...
  rolling_milp replan at t=0 h; lookahead=168 h; terminal=0.0 t; source_buffer=0.0 t
  rolling_milp plan ready in 30.4s; planned_departures=11; vented=0.0 t; shortfall=0.0 t
  rolling_milp replan at t=648 h; lookahead=168 h; terminal=1,498.0 t; source_buffer=15,767.0 t
  rolling_milp plan ready in 30.4s; planned_departures=9; vented=1,875.1 t; shortfall=3,715.1 t
  rolling_milp replan at t=672 h; lookahead=168 h; terminal=2,153.4 t; source_buffer=12,408.1 t
  rolling_milp plan ready in 30.5s; planned_departures=13; vented=4,277.1 t; shortfall=2,494.0 t
  rolling_milp replan at t=696 h; lookahead=168 h; terminal=1,936.9 t; source_buffer=10,037.4 t
  rolling_milp plan ready in 30.7s; planned_departures=11; vented=0.0 t; shortfall=10,534.6 t
[1/1] seed=1 controller=rolling_milp done in 899.7s; hours=720; stored=93255.3 t; vented=211.1 t; total_cost=3,294,986
Skipping static MILP fixed-horizon same-scenario oracle.
Wrote outputs to E:\CCS_RLLLM\output\phase1_720h_rolling_milp_h168_r24_same_scenario_rerun
Total wall-clock time: 899.8s
