seed,stage,time_limit_s,wall_time_s,status,objective_value,best_bound,relative_gap,termination_reason,warm_start_requested,warm_start_accepted,total_variables,initialized_variables,missing_variable_count,bound_violation_count,integrality_violation_count,total_constraints,evaluated_constraints,partial_constraint_count,violated_constraint_count,max_constraint_violation,top_violations
9000055,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243794,181118,62676,2,6.03770422458183e-06,"[{""constraint"": ""_C243590"", ""residual"": 6.03770422458183e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 6.03770422458183e-06}, {""constraint"": ""_C243588"", ""residual"": 3.3220012483070605e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_720""], ""violation"": 3.3220012483070605e-06}]"
9000056,weighted,7200.0,7216.174580056686,Integer Feasible,2271381.0938156573,-194285.52,1.0855362935480029,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000056,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243886,181210,62676,2,4.2404177293065004e-05,"[{""constraint"": ""_C243680"", ""residual"": 4.2404177293065004e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_720""], ""violation"": 4.2404177293065004e-05}, {""constraint"": ""_C243681"", ""residual"": 5.890475222258829e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_celsio"", ""tail_topup_northern_pathfinder_celsio"", ""tail_shipped_northern_phoenix_celsio"", ""tail_topup_northern_phoenix_celsio"", ""tail_shipped_northern_pioneer_celsio"", ""tail_topup_northern_pioneer_celsio"", ""source_stock_celsio_720""], ""violation"": 5.890475222258829e-06}]"
9000057,weighted,7200.0,7216.476571590174,Integer Feasible,2380858.3660164173,-194285.52,1.0816031406038962,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000057,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243958,181282,62676,1,1.9647545286716195e-05,"[{""constraint"": ""_C243754"", ""residual"": 1.9647545286716195e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 1.9647545286716195e-05}]"
9000058,weighted,7200.0,7215.246740502771,Integer Feasible,2172493.48185491,1566860.0306,0.27877342616365897,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000058,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243902,181226,62676,2,3.215099422959611e-05,"[{""constraint"": ""_C243696"", ""residual"": -3.215099422959611e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_720""], ""violation"": 3.215099422959611e-05}, {""constraint"": ""_C243698"", ""residual"": 4.735302127301111e-06, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 4.735302127301111e-06}]"
9000059,weighted,7200.0,7215.100111624226,Integer Feasible,2212831.209493321,-194285.52,1.0877995208882136,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000059,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243894,181218,62676,2,4.9500586101203226e-05,"[{""constraint"": ""_C243690"", ""residual"": 4.9500586101203226e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 4.9500586101203226e-05}, {""constraint"": ""_C243688"", ""residual"": -4.846733008889714e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_720""], ""violation"": 4.846733008889714e-05}]"
9000060,weighted,7200.0,7215.261558002327,Integer Feasible,2521676.1576234107,-194285.52,1.0770461819265116,"Time limit exceeded, integer feasible",True,True,,,,,,,,,,,
9000060,mip_start_audit,,,,,,,,,,138343,103783,34560,0,0,243958,181282,62676,2,4.21790255131782e-05,"[{""constraint"": ""_C243754"", ""residual"": 4.21790255131782e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_yara_sluiskil"", ""tail_topup_northern_pathfinder_yara_sluiskil"", ""tail_shipped_northern_phoenix_yara_sluiskil"", ""tail_topup_northern_phoenix_yara_sluiskil"", ""tail_shipped_northern_pioneer_yara_sluiskil"", ""tail_topup_northern_pioneer_yara_sluiskil"", ""source_stock_yara_sluiskil_720""], ""violation"": 4.21790255131782e-05}, {""constraint"": ""_C243752"", ""residual"": 3.0126529964036308e-05, ""sense"": ""=="", ""variable_names"": [""tail_shipped_northern_pathfinder_brevik"", ""tail_topup_northern_pathfinder_brevik"", ""tail_shipped_northern_phoenix_brevik"", ""tail_topup_northern_phoenix_brevik"", ""tail_shipped_northern_pioneer_brevik"", ""tail_topup_northern_pioneer_brevik"", ""source_stock_brevik_720""], ""violation"": 3.0126529964036308e-05}]"
